lead_id,company_size,industry,annual_revenue_musd,employee_count,job_title,website_visits_30d,email_opens_30d,email_clicks_30d,demo_requested,days_since_last_activity,deal_stage,lead_source,region,historical_purchase_count,months_since_first_contact,true_conversion_prob,converted,CLV_usd
L100570,Medium,Manufacturing,18.95,144,VP,3,8,1,0,95,Lead,Cold Email,APAC,0,55,0.0,0,11631.82
L100571,Medium,Retail,6.28,171,Manager,3,3,0,0,115,Closed Lost,Cold Email,North America,0,45,0.0,0,5092.12
L100572,Small,Healthcare,64.57,158,Engineer,3,3,0,0,166,Closed Won,Referral,North America,0,47,0.0,0,35572.91
L100573,Medium,Software,36.15,159,VP,5,3,0,0,122,SQL,Partner,India,0,17,0.014424562090927968,0,20940.58
L100574,Large,Healthcare,10.14,149,Director,5,6,1,0,101,Opportunity,Partner,LATAM,0,39,0.13314473058149306,0,8232.25
L100575,Large,Software,6.71,143,VP,8,2,1,0,0,Opportunity,LinkedIn,EMEA,0,59,0.19596454465925128,0,12601.28
L100576,Small,Energy,63.53,147,Analyst,7,3,1,0,80,Closed Lost,Website,India,0,25,0.07528182135736605,0,35206.75
L100577,Large,Retail,11.95,140,VP,5,2,0,0,149,Lead,LinkedIn,APAC,0,58,0.0,0,9097.83
L100578,Medium,Education,13.26,153,Owner,1,4,0,1,107,Closed Lost,Website,EMEA,1,1,0.018932595131189223,0,14830.06
L100579,Small,Retail,13.1,145,Analyst,4,3,0,0,22,Lead,LinkedIn,North America,0,16,0.04888676844163157,1,12528.43
L100580,Medium,Energy,121.89,140,Director,6,1,2,0,146,Lead,Website,EMEA,1,42,0.0,0,71922.09
L100581,Large,Finance,9.81,161,Owner,4,2,0,0,26,Opportunity,Cold Email,North America,0,25,0.16357977780161906,1,63447.67
L100582,Medium,Finance,11.9,132,VP,4,2,0,0,17,MQL,Referral,India,1,37,0.10756617916181105,0,16493.47
L100583,Small,Finance,5.31,155,Owner,3,5,0,0,144,Lead,Cold Email,North America,1,30,0.0,0,7635.81
L100584,Medium,Retail,8.25,157,Director,3,3,0,0,89,MQL,Event,India,1,20,0.0,0,12254.65
L100585,Small,Manufacturing,4.34,142,Owner,3,5,1,0,157,MQL,Referral,India,0,40,0.0,0,5460.43
L100586,Small,Retail,5.42,163,Analyst,7,1,0,0,52,Lead,LinkedIn,APAC,0,32,0.033964948920552476,1,7163.99
L100587,Small,Energy,1.99,161,CxO,8,1,0,0,80,MQL,Referral,LATAM,2,42,0.01826623053510006,0,6704.81
L100588,Small,Energy,29.42,146,Engineer,6,2,1,0,137,MQL,Referral,LATAM,0,11,0.0,0,12793.22
L100589,Small,Education,14.25,173,Analyst,6,2,0,0,93,MQL,Referral,LATAM,0,5,0.0,0,7857.52
L100590,Small,Healthcare,15.47,148,Manager,2,2,0,0,157,Closed Lost,Website,India,0,22,0.0,0,6386.37
L100591,Medium,Retail,11.56,139,VP,9,4,0,0,25,SQL,Referral,India,0,14,0.13501632342166087,0,9820.67
L100592,Small,Retail,13.09,152,Owner,7,4,0,0,20,Closed Won,Cold Email,APAC,1,24,0.07794747860702395,1,13093.37
L100593,Small,Software,61.51,157,Director,5,2,0,0,55,Lead,Referral,APAC,0,37,0.0,0,31386.22
L100594,Large,Energy,5.65,150,Engineer,6,1,1,0,7,SQL,Event,North America,1,30,0.20623933346785056,0,30566.69
L100595,Medium,Software,16.09,145,Owner,4,3,0,0,156,Lead,Partner,North America,0,49,0.0,0,14586.47
L100596,Medium,Software,16.01,158,VP,6,3,0,0,159,Closed Won,Cold Email,India,1,6,0.06460429008189149,0,14893.12
L100597,Small,Retail,38.17,140,Engineer,5,0,0,0,171,MQL,Cold Email,LATAM,0,28,0.0,0,17152.61
L100598,Small,Manufacturing,18.89,146,CxO,5,3,1,0,55,SQL,Cold Email,EMEA,0,31,0.05971669060049818,0,13586.71
L100599,Small,Healthcare,19.86,174,VP,4,3,1,0,96,Lead,LinkedIn,APAC,0,26,0.0,0,12580.01
L100600,Small,Healthcare,3.46,160,Owner,2,5,1,0,67,MQL,Website,EMEA,0,7,0.008463743430925735,0,1822.05
L100601,Small,Energy,5.43,142,Director,5,2,0,0,138,Opportunity,LinkedIn,EMEA,0,59,0.0,0,5566.62
L100602,Small,Education,3.79,162,CxO,6,1,0,0,91,SQL,Event,India,0,4,0.010328777431215113,0,1304.29
L100603,Small,Energy,1.02,143,VP,4,2,0,0,164,Closed Lost,Referral,North America,0,7,0.0,0,2184.42
L100604,Small,Manufacturing,18.12,153,Engineer,6,1,0,0,135,SQL,Event,LATAM,0,31,0.0,0,10289.1
L100605,Medium,Manufacturing,9.38,159,Owner,3,2,0,0,129,Opportunity,Referral,EMEA,0,5,0.03222509502534692,0,6559.33
L100606,Small,Healthcare,18.16,128,CxO,8,2,0,0,5,MQL,Website,APAC,2,27,0.11858721387573957,0,14126.18
L100607,Small,Finance,12.62,148,Director,3,4,2,0,159,Closed Won,Partner,APAC,2,18,0.0,0,4585.99
L100608,Medium,Software,15.49,181,VP,5,3,0,0,99,Opportunity,Website,APAC,0,53,0.09179809431989919,0,9602.71
L100609,Medium,Software,46.44,149,Engineer,1,4,0,0,146,Opportunity,Event,EMEA,0,31,0.0,0,23788.7
L100610,Small,Healthcare,12.27,150,Owner,9,6,1,0,106,Lead,Website,North America,0,42,0.0,0,9324.99
L100611,Medium,Energy,23.78,170,Engineer,3,1,0,0,100,SQL,LinkedIn,LATAM,0,43,0.013096534117554447,0,9602.28
L100612,Medium,Manufacturing,9.0,155,Analyst,2,3,1,0,145,Closed Won,Event,EMEA,0,16,0.0,0,4006.42
L100613,Small,Energy,27.79,148,CxO,10,2,0,0,98,Closed Won,Event,North America,2,23,0.1306966413094794,0,18820.53
L100614,Large,Education,3.53,126,Owner,4,3,0,0,88,Closed Won,Event,LATAM,0,10,0.0795423452235755,0,6310.75
L100615,Large,Finance,1.94,147,VP,6,4,0,0,167,SQL,LinkedIn,LATAM,1,11,0.052498925558349785,0,15627.06
L100616,Small,Healthcare,100.15,142,Analyst,11,7,0,0,59,Closed Won,Website,LATAM,0,24,0.10280955052117924,0,55789.69
L100617,Small,Software,76.42,156,Engineer,6,1,0,0,167,Lead,Partner,LATAM,0,38,0.0,0,37581.02
L100618,Large,Retail,1.74,162,CxO,3,6,0,0,65,MQL,Referral,LATAM,1,7,0.062413991123469084,0,15763.99
L100619,Medium,Energy,11.75,129,Manager,4,4,0,0,149,Lead,Partner,North America,0,56,0.0,0,7163.49
L100620,Small,Manufacturing,14.15,151,Owner,7,1,1,0,36,MQL,Referral,LATAM,0,26,0.06937095977667024,0,7883.73
L100621,Small,Retail,25.1,134,Engineer,4,3,0,0,109,Closed Lost,Website,EMEA,0,7,0.0,0,12743.64
L100622,Small,Education,69.35,158,CxO,7,3,0,0,32,SQL,Event,North America,0,25,0.14035379500954817,1,36871.36
L100623,Medium,Healthcare,4.21,148,Manager,5,5,0,0,19,Opportunity,Referral,LATAM,0,35,0.10774112402473672,0,5645.71
L100624,Medium,Energy,4.45,147,Owner,7,2,1,0,167,Opportunity,Referral,North America,0,20,0.024733110278686368,0,5583.14
L100625,Small,Software,12.17,150,CxO,7,0,0,0,139,Closed Won,Website,North America,0,17,0.0010864468570132345,0,8856.12
L100626,Medium,Energy,4.65,149,Engineer,1,1,0,0,48,Closed Won,Cold Email,APAC,1,16,0.07216517666232063,0,7894.75
L100627,Medium,Finance,0.81,144,Manager,4,2,0,0,161,SQL,Referral,North America,0,23,0.0,0,2815.32
L100628,Small,Retail,9.71,150,Owner,10,2,0,0,98,Opportunity,Website,APAC,1,47,0.07331417113706755,0,5467.29
L100629,Small,Finance,28.72,167,CxO,6,4,0,1,102,MQL,Partner,India,1,22,0.03864558967203513,0,15069.96
L100630,Medium,Education,11.94,149,VP,10,2,0,0,59,SQL,Cold Email,APAC,1,14,0.1417963154277627,1,26937.49
L100631,Large,Software,22.74,165,Manager,6,2,0,0,65,Opportunity,Partner,India,0,39,0.1244647138275419,1,42523.69
L100632,Medium,Retail,19.71,155,CxO,4,4,0,0,27,MQL,Event,India,0,12,0.07019122586619106,0,12282.11
L100633,Medium,Education,4.36,147,VP,6,4,0,0,179,Closed Won,Event,India,0,57,0.0,0,3185.92
L100634,Small,Finance,13.04,136,Manager,2,10,0,0,10,Closed Won,Referral,APAC,1,24,0.09831520169468509,0,6401.43
L100635,Small,Finance,2.65,138,CxO,5,5,0,0,170,Opportunity,Partner,North America,2,39,0.0,0,7055.29
L100636,Medium,Retail,7.3,151,Engineer,5,5,0,0,175,MQL,Cold Email,LATAM,0,4,0.0,0,5479.08
L100637,Small,Software,12.81,154,Manager,3,1,0,0,141,Closed Lost,LinkedIn,India,0,38,0.0,0,6908.8
L100638,Small,Finance,12.17,141,Manager,6,4,1,0,87,SQL,Partner,LATAM,1,4,0.08600647791880171,0,13803.69
L100639,Small,Healthcare,3.35,164,Owner,1,3,0,1,129,Opportunity,Website,North America,1,13,0.024847484998757635,0,3089.71
L100640,Small,Education,4.1,138,VP,3,2,0,1,41,Opportunity,Partner,India,1,0,0.08585328686959857,0,3955.51
L100641,Small,Retail,16.3,145,Analyst,4,4,0,0,134,Closed Lost,Referral,India,0,34,0.0,0,10308.34
L100642,Small,Manufacturing,27.87,142,Owner,5,0,1,0,101,Closed Lost,LinkedIn,India,0,16,0.0,0,15273.44
L100643,Small,Manufacturing,9.9,158,Analyst,3,3,0,0,136,Lead,Partner,India,1,43,0.0,0,6592.99
L100644,Small,Software,9.42,166,CxO,1,2,0,0,32,Closed Lost,Website,APAC,0,24,0.0,0,3910.42
L100645,Large,Healthcare,30.92,135,Engineer,4,6,0,0,90,Lead,Cold Email,APAC,1,19,0.029823295170403684,0,34781.14
L100646,Medium,Finance,5.63,149,VP,4,7,0,0,120,Closed Lost,Event,EMEA,0,44,0.0,0,7712.68
L100647,Medium,Manufacturing,68.51,146,Manager,8,6,0,0,67,Lead,Website,LATAM,0,32,0.019593249842614027,0,34849.41
L100648,Medium,Software,3.17,155,Analyst,6,4,1,0,96,Opportunity,Website,LATAM,0,57,0.049807943017286783,0,3963.46
L100649,Medium,Education,34.76,143,VP,1,1,0,0,135,MQL,LinkedIn,EMEA,0,16,0.0,0,19601.52
L100650,Small,Healthcare,20.89,166,VP,6,6,1,0,58,SQL,Event,APAC,1,31,0.07064378116617986,1,22446.76
L100651,Medium,Healthcare,135.66,138,Owner,4,5,0,0,103,SQL,Partner,EMEA,1,26,0.061552522752733124,0,77725.86
L100652,Medium,Energy,3.97,149,VP,3,3,0,0,136,Closed Won,Referral,India,0,30,0.0,0,667.02
L100653,Medium,Software,1.18,136,Manager,2,3,2,0,139,Opportunity,Cold Email,APAC,1,16,0.0,0,7939.78
L100654,Small,Software,42.5,154,Owner,5,2,0,0,57,Lead,LinkedIn,India,1,22,0.003921841946075082,0,27622.0
L100655,Small,Energy,2.8,161,Director,5,1,0,0,48,SQL,Partner,EMEA,0,8,0.056467235616855405,0,699.8
L100656,Small,Finance,22.55,155,VP,6,3,0,0,43,MQL,Event,LATAM,0,4,0.0,0,15218.36
L100657,Small,Software,39.73,153,Director,2,3,0,0,138,MQL,Referral,North America,0,37,0.0,0,19615.87
L100658,Medium,Energy,17.81,133,Analyst,3,4,1,0,143,Opportunity,Cold Email,North America,0,50,0.0,0,12560.58
L100659,Medium,Finance,15.37,157,Engineer,0,3,0,0,65,Closed Lost,Referral,India,0,32,0.006498586585771252,0,8282.94
L100660,Small,Finance,18.19,174,Owner,6,3,1,0,110,MQL,Event,North America,0,41,0.01763618253730727,0,11306.2
L100661,Large,Retail,28.15,174,Analyst,7,5,0,0,165,Closed Won,Referral,India,1,52,0.11548156266664475,0,36496.47
L100662,Medium,Healthcare,21.91,177,Owner,3,3,0,0,170,Opportunity,Cold Email,EMEA,1,59,0.022518425107433983,0,17628.21
L100663,Small,Education,3.61,149,Engineer,7,1,0,0,100,Opportunity,Partner,APAC,1,55,0.10371373849675544,0,3174.0
L100664,Small,Healthcare,75.57,140,Engineer,7,5,1,0,109,Closed Lost,Event,LATAM,0,2,0.0,0,37119.21
L100665,Small,Healthcare,12.82,161,Owner,5,4,2,0,111,Closed Won,LinkedIn,India,0,26,0.0,0,7234.27
L100666,Small,Retail,20.46,150,Analyst,5,5,0,0,98,Closed Won,Referral,APAC,0,45,0.024566591922046382,0,11443.81
L100667,Small,Finance,24.8,155,CxO,4,4,0,0,72,Closed Lost,Event,APAC,0,21,0.0,0,12884.27
L100668,Small,Finance,38.7,173,Manager,5,2,1,0,134,MQL,LinkedIn,India,0,43,0.0,0,18139.53
L100669,Small,Software,34.89,158,Director,2,2,0,0,120,Lead,LinkedIn,LATAM,0,20,0.0,0,18586.83
L100670,Small,Retail,13.9,167,CxO,4,1,0,0,153,SQL,Cold Email,LATAM,1,50,0.0,0,4623.6
L100671,Large,Software,13.03,165,Director,6,4,1,0,158,Opportunity,Cold Email,APAC,1,47,0.046643285069165104,0,27835.03
L100672,Small,Retail,18.33,160,Owner,5,3,2,0,151,Opportunity,Partner,North America,0,12,0.0,0,8398.79
L100673,Medium,Software,36.6,122,Manager,4,1,0,0,62,SQL,LinkedIn,APAC,0,29,0.08495205397803754,0,20925.4
L100674,Small,Manufacturing,4.0,137,Owner,6,2,0,0,153,MQL,LinkedIn,EMEA,1,28,0.0,0,5305.92
L100675,Large,Energy,23.2,146,VP,4,3,1,0,57,SQL,Cold Email,India,1,12,0.11636813342484179,0,30292.67
L100676,Small,Healthcare,5.02,153,Owner,4,3,0,0,26,Lead,Partner,APAC,0,46,0.0,0,816.88
L100677,Small,Healthcare,77.57,177,Analyst,6,3,0,0,68,MQL,Website,LATAM,1,18,0.05417679542537513,0,40891.23
L100678,Large,Education,17.59,137,CxO,4,4,0,0,37,Opportunity,Partner,EMEA,0,24,0.11638951144147476,0,17467.71
L100679,Large,Energy,8.04,157,Owner,7,5,1,1,46,SQL,Referral,APAC,0,59,0.22007818303482934,0,11284.58
L100680,Large,Finance,18.7,154,Manager,7,5,0,0,122,SQL,Website,India,0,45,0.0,0,15681.16
L100681,Small,Education,12.3,164,Analyst,6,4,0,0,20,MQL,Cold Email,India,0,50,0.07744903041331472,0,5493.33
L100682,Small,Manufacturing,10.38,139,CxO,4,5,0,0,78,Opportunity,LinkedIn,India,1,40,0.05628760125664923,0,9945.88
L100683,Medium,Education,2.0,147,Owner,5,2,1,1,139,SQL,Referral,LATAM,0,51,0.12236945598209642,1,10710.55
L100684,Large,Healthcare,4.37,156,Engineer,5,2,0,1,124,Closed Won,Referral,India,1,37,0.13029345748479845,0,20832.19
L100685,Medium,Finance,10.59,167,Owner,5,2,1,0,74,SQL,Referral,EMEA,0,12,0.13197969362368794,0,8379.25
L100686,Medium,Manufacturing,2.25,144,CxO,6,5,1,0,24,SQL,Cold Email,North America,1,24,0.1229778814558864,0,11627.36
L100687,Small,Healthcare,6.77,156,VP,6,1,0,0,108,Lead,Cold Email,EMEA,0,33,0.0,0,2777.94
L100688,Medium,Energy,7.39,168,VP,8,2,0,0,85,Lead,LinkedIn,LATAM,0,38,0.04689636693618734,0,6978.24
L100689,Small,Software,5.59,156,Director,4,3,1,0,121,SQL,Referral,LATAM,0,27,0.0,0,2720.11
L100690,Small,Retail,26.37,148,CxO,9,1,0,0,170,SQL,Website,EMEA,0,48,0.0,0,18643.95
L100691,Small,Manufacturing,5.05,160,Owner,11,3,1,1,178,Lead,Referral,EMEA,0,43,0.0,0,0.0
L100692,Medium,Finance,13.31,144,Engineer,5,1,1,0,88,Closed Won,Cold Email,EMEA,0,6,0.06328234889912934,0,14693.22
L100693,Small,Education,8.56,140,Owner,5,2,0,0,23,Opportunity,Cold Email,LATAM,0,20,0.10004049868974159,0,4148.65
L100694,Small,Energy,10.82,175,VP,5,3,0,0,8,MQL,Partner,India,0,41,0.09167464303256523,0,6512.2
L100695,Medium,Education,60.73,133,Director,2,1,0,0,105,SQL,Event,LATAM,0,53,0.0,0,33347.63
L100696,Small,Manufacturing,14.58,159,Owner,4,2,0,0,21,Opportunity,Website,India,1,24,0.09530683502114144,0,14089.78
L100697,Medium,Energy,17.69,158,Engineer,6,1,0,1,26,SQL,Partner,EMEA,0,2,0.15689800161060494,0,10440.69
L100698,Small,Finance,5.67,161,Engineer,3,2,1,0,60,Lead,Event,India,1,38,0.0,0,7081.44
L100699,Medium,Manufacturing,22.79,141,Owner,6,3,1,0,87,Closed Lost,Cold Email,APAC,0,14,0.022723715792616166,0,15677.35
L100700,Medium,Finance,21.84,152,Engineer,6,3,1,0,64,SQL,Event,North America,0,35,0.08555090273825962,0,15310.96
L100701,Small,Education,19.84,174,Manager,2,3,1,0,64,Opportunity,Cold Email,India,0,16,0.04047701087642997,0,11140.04
L100702,Small,Healthcare,3.64,139,VP,2,1,0,0,141,Closed Lost,Referral,North America,0,44,0.0,0,4252.89
L100703,Small,Energy,6.79,166,Manager,7,5,0,0,92,MQL,Website,EMEA,2,53,0.027336585762093447,0,9383.37
L100704,Small,Software,51.09,140,Manager,7,3,0,0,19,Lead,Cold Email,North America,1,19,0.08219115870108613,0,28861.68
L100705,Large,Healthcare,6.12,154,VP,5,5,1,0,96,Closed Won,Cold Email,APAC,1,0,0.10180181842179375,0,24526.27
L100706,Small,Software,58.56,137,CxO,4,5,0,0,172,SQL,Cold Email,LATAM,1,20,0.0,0,32256.81
L100707,Large,Education,7.05,182,Analyst,3,2,1,0,166,MQL,Event,North America,0,43,0.0,0,13048.36
L100708,Small,Energy,14.13,143,Director,5,4,0,0,83,Opportunity,Cold Email,LATAM,0,12,0.03649190913777778,0,7481.99
L100709,Medium,Healthcare,10.1,159,Owner,2,5,0,0,80,Closed Lost,Referral,LATAM,0,0,0.0,0,5818.96
L100710,Medium,Healthcare,5.23,156,Analyst,5,2,1,0,157,Lead,Partner,India,0,0,0.0,0,9072.99
L100711,Medium,Manufacturing,5.31,158,Analyst,6,1,0,0,101,MQL,Partner,North America,0,42,0.008299415296184073,0,7589.32
L100712,Medium,Retail,6.02,146,Analyst,7,1,0,0,101,Closed Won,Partner,India,0,52,0.08391562436936309,0,7606.1
L100713,Small,Education,14.13,142,Analyst,6,2,1,0,72,SQL,LinkedIn,North America,1,51,0.073326798352429,0,9910.99
L100714,Small,Finance,29.68,145,VP,4,1,1,0,91,Lead,Cold Email,APAC,1,59,0.0,0,18466.17
L100715,Large,Education,13.24,165,Analyst,3,3,1,0,22,MQL,Referral,APAC,0,26,0.1631502956828686,0,15110.03
L100716,Large,Finance,11.78,162,Director,4,1,0,0,150,Opportunity,Event,India,1,9,0.05463520298705426,0,22971.86
L100717,Large,Energy,40.87,153,Owner,4,3,0,0,31,Opportunity,Website,EMEA,1,21,0.15819136732753916,0,44056.75
L100718,Small,Finance,12.7,137,CxO,12,2,1,0,80,Closed Lost,Event,LATAM,1,47,0.061348134440423314,0,4369.85
L100719,Medium,Software,7.08,165,VP,6,4,0,0,39,Closed Lost,LinkedIn,LATAM,0,2,0.0840608120729392,0,5522.6
L100720,Large,Finance,4.49,140,Analyst,4,4,1,0,165,Closed Lost,Cold Email,North America,0,51,0.0,0,9186.63
L100721,Small,Finance,43.4,168,Engineer,4,6,0,0,61,Closed Won,Referral,APAC,1,44,0.09620480266868647,0,23595.86
L100722,Small,Manufacturing,8.76,144,Owner,13,2,2,0,42,Closed Lost,Website,India,0,50,0.13225198533960478,0,4698.74
L100723,Medium,Healthcare,6.83,159,VP,6,3,0,0,84,SQL,Cold Email,EMEA,1,28,0.10803098047490117,0,14189.08
L100724,Medium,Education,6.26,139,CxO,4,4,0,0,53,Closed Won,Referral,North America,2,49,0.061352732630005194,0,20721.31
L100725,Large,Education,41.03,154,Analyst,5,2,0,0,40,MQL,Event,APAC,0,19,0.09344550913742272,0,28633.31
L100726,Small,Energy,6.87,143,Manager,3,3,2,0,51,Closed Lost,Referral,EMEA,2,17,0.0,0,10123.83
L100727,Medium,Energy,32.8,151,VP,4,3,0,0,93,Lead,Referral,EMEA,0,12,0.04096854764803336,0,19045.62
L100728,Small,Finance,9.68,150,Owner,6,2,0,1,172,Lead,Event,India,1,13,0.01907696888990965,0,7169.55
L100729,Small,Retail,3.64,141,Owner,5,3,0,0,173,MQL,Partner,India,0,57,0.0,0,1501.03
L100730,Small,Education,8.74,135,Engineer,6,4,0,0,177,Lead,Website,APAC,0,0,0.0,0,10406.46
L100731,Large,Energy,11.79,144,Owner,5,3,1,0,178,Closed Lost,LinkedIn,India,0,31,0.0,0,9958.52
L100732,Medium,Finance,10.86,146,VP,7,3,1,0,69,MQL,Event,North America,0,15,0.06214343285543913,0,11754.94
L100733,Medium,Energy,10.59,162,Manager,5,2,0,0,146,Closed Lost,Website,LATAM,1,20,0.0,0,9254.93
L100734,Small,Software,8.83,150,VP,7,5,0,0,67,Closed Won,Cold Email,North America,0,26,0.05826564149487174,0,7108.15
L100735,Large,Software,5.56,166,Engineer,5,1,0,0,48,SQL,LinkedIn,North America,0,21,0.08948870699903896,0,14308.79
L100736,Small,Energy,12.31,136,CxO,4,2,0,0,22,Opportunity,Cold Email,EMEA,0,46,0.16892527532370744,0,5636.93
L100737,Large,Software,20.93,144,Engineer,7,4,1,1,132,Opportunity,Partner,APAC,0,52,0.1187459815933754,0,18353.45
L100738,Small,Energy,2.82,157,CxO,4,3,0,0,32,Opportunity,Partner,APAC,0,10,0.12451143455787178,0,2399.53
L100739,Small,Finance,44.66,155,Engineer,4,2,2,0,75,Lead,LinkedIn,EMEA,0,9,0.0,0,24052.19
L100740,Medium,Manufacturing,0.3,162,Director,5,0,0,0,58,Closed Won,Event,North America,0,46,0.02260567804088938,0,6364.64
L100741,Small,Retail,13.13,142,VP,1,3,0,0,51,Closed Won,Event,North America,1,19,0.032681536236231115,0,12121.67
L100742,Medium,Finance,19.42,144,Owner,7,4,0,0,92,Opportunity,Website,LATAM,0,37,0.0315493484663579,0,11989.78
L100743,Medium,Manufacturing,6.66,147,VP,1,6,1,0,6,Closed Lost,LinkedIn,LATAM,0,32,0.03568933683929489,0,3837.03
L100744,Small,Manufacturing,1.45,136,Manager,5,3,0,0,42,Closed Won,Event,APAC,0,49,0.08845671954986245,0,2110.43
L100745,Large,Education,11.06,152,Director,5,4,0,0,47,MQL,Partner,North America,0,28,0.04273324211790091,0,15652.91
L100746,Small,Finance,14.44,149,Manager,4,2,1,0,117,Opportunity,LinkedIn,LATAM,2,38,0.0319382794480669,0,12721.52
L100747,Medium,Finance,3.86,159,VP,4,4,0,0,169,Opportunity,Partner,EMEA,0,5,0.0,0,6877.26
L100748,Large,Energy,5.31,134,Manager,5,3,1,0,19,SQL,Partner,North America,1,45,0.2076061779086038,1,75255.75
L100749,Medium,Manufacturing,31.9,146,CxO,7,4,0,0,36,Opportunity,Website,India,0,59,0.08276319839349061,0,15493.37
L100750,Small,Manufacturing,13.7,154,Director,1,3,0,0,40,Lead,Event,LATAM,0,58,0.0193164407443584,0,5466.43
L100751,Large,Manufacturing,2.69,135,Owner,8,3,1,1,168,Closed Lost,Event,EMEA,1,12,0.08234025087328829,0,24174.37
L100752,Medium,Energy,19.1,154,Engineer,3,3,0,0,86,MQL,LinkedIn,EMEA,0,33,0.0,0,11627.93
L100753,Small,Education,4.8,149,CxO,4,1,1,0,132,Closed Won,Website,India,1,41,0.0,0,4494.16
L100754,Small,Finance,5.61,144,Analyst,4,6,0,0,160,Closed Lost,Website,LATAM,0,11,0.0,0,3274.95
L100755,Medium,Manufacturing,14.84,144,Engineer,6,6,0,1,175,Lead,LinkedIn,APAC,1,20,0.014896974621791025,0,15711.26
L100756,Medium,Software,13.52,148,Manager,6,0,0,0,171,MQL,Referral,EMEA,0,5,0.0,0,9841.88
L100757,Medium,Finance,8.14,154,VP,3,1,0,0,9,Closed Lost,Website,North America,0,54,0.03674973206490171,0,5415.54
L100758,Large,Energy,7.36,117,CxO,3,4,0,0,10,Closed Lost,Event,APAC,0,7,0.11954949054009566,0,8565.75
L100759,Medium,Education,9.48,147,Director,2,1,0,0,57,SQL,Event,EMEA,0,52,0.0007366537158792277,0,9501.8
L100760,Small,Software,5.58,142,Engineer,3,5,0,0,178,Opportunity,Partner,EMEA,0,26,0.0,0,5826.96
L100761,Small,Energy,36.2,142,Analyst,5,3,0,0,142,Closed Won,Partner,India,1,17,0.029224202707597246,0,20132.48
L100762,Small,Healthcare,2.54,135,CxO,6,3,0,0,4,Closed Lost,Referral,LATAM,0,32,0.1222603417227291,0,676.53
L100763,Medium,Finance,9.57,146,Owner,6,4,0,0,108,Opportunity,LinkedIn,LATAM,2,21,0.0718928401507964,0,13461.0
L100764,Small,Healthcare,2.83,157,Owner,6,3,0,0,60,Lead,Website,India,0,5,0.0,0,3839.49
L100765,Medium,Energy,31.06,157,VP,5,4,0,0,140,Opportunity,Cold Email,India,0,41,0.002746921084022233,0,15026.44
L100766,Medium,Energy,9.56,132,Director,5,3,1,0,44,MQL,Referral,APAC,0,38,0.05589326194764447,0,3271.68
L100767,Large,Energy,4.23,139,Director,6,4,0,0,22,Opportunity,Website,APAC,0,16,0.11789124440359877,0,10628.81
L100768,Small,Manufacturing,24.17,171,Engineer,6,2,0,0,15,Opportunity,Event,India,0,6,0.14863939896865402,0,13081.89
L100769,Large,Education,1.23,137,CxO,5,3,1,0,35,SQL,Referral,APAC,1,59,0.16622177007324532,0,22223.71
L100770,Small,Manufacturing,16.13,142,CxO,6,4,0,0,137,Opportunity,Referral,North America,1,51,0.01630401960891615,0,13725.4
L100771,Large,Education,38.52,176,Director,6,4,0,1,117,SQL,LinkedIn,India,0,1,0.17432908865525587,0,27472.63
L100772,Small,Retail,14.58,139,Owner,6,3,0,0,95,Lead,Website,LATAM,1,41,0.0004428712081041954,0,6468.24
L100773,Small,Manufacturing,7.34,158,Manager,4,3,1,0,44,SQL,Event,LATAM,2,14,0.08964852384242884,0,7128.77
L100774,Medium,Healthcare,3.52,138,Director,7,5,0,0,130,SQL,Website,India,1,40,0.07355983885593562,0,10545.55
L100775,Small,Education,35.96,148,VP,6,3,0,0,105,Lead,Event,LATAM,0,39,0.0,0,22322.66
L100776,Small,Manufacturing,30.8,141,CxO,3,5,1,0,164,SQL,LinkedIn,EMEA,0,30,0.0,0,15094.21
L100777,Medium,Finance,6.39,153,Owner,7,4,1,0,7,Opportunity,Event,North America,0,9,0.09886409472479754,0,8962.57
L100778,Medium,Energy,6.56,153,Engineer,4,3,0,1,0,Lead,Partner,EMEA,0,59,0.133916772008578,0,7608.5
L100779,Medium,Education,39.92,171,CxO,9,3,0,0,71,Lead,Cold Email,India,0,43,0.0769921092235992,0,18015.87
L100780,Medium,Education,20.73,143,Owner,5,10,0,0,29,SQL,Partner,LATAM,1,2,0.1755776680923241,1,26977.66
L100781,Medium,Manufacturing,2.04,154,Director,5,4,1,0,107,SQL,Referral,APAC,1,0,0.09654233500965337,0,6407.71
L100782,Small,Retail,10.02,145,VP,9,4,1,0,126,MQL,Referral,EMEA,0,52,0.0,0,7462.46
L100783,Small,Manufacturing,9.65,152,Manager,5,3,0,0,123,Lead,Website,EMEA,1,39,0.0,0,9959.96
L100784,Small,Healthcare,15.61,139,Owner,3,1,0,0,84,Closed Won,Website,LATAM,1,17,0.08818477645405146,0,5939.95
L100785,Large,Healthcare,12.26,151,Owner,5,5,0,0,164,Opportunity,Website,APAC,1,43,0.0022975961221785267,0,28911.56
L100786,Medium,Education,7.3,128,CxO,3,5,0,0,83,Closed Lost,Partner,India,0,55,0.0114225449301588,0,8606.36
L100787,Small,Education,14.56,132,Director,5,0,0,0,27,Closed Lost,Event,LATAM,1,40,0.06885960049395919,0,9961.18
L100788,Medium,Manufacturing,7.79,152,Analyst,5,1,0,0,88,SQL,Cold Email,North America,0,58,0.06954928826217549,0,7104.85
